loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,loan_to_value,region,security_type,status,debt_to_income,term_category
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,3.5,-0.2334,790.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,8280.0,CRIF,517,EXP,35-44,to_inst,55.83791209,North,direct,0,23.0,Long-term
cf,Joint,pre,type1,p1,l1,nopc,nob/c,206500,3.99,0.3599,1860.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,4920.0,EQUI,526,EXP,55-64,to_inst,0.4940191387559808,North,direct,1,39.0,Short-term
cf,Male,nopre,type2,p3,l1,nopc,b/c,266500,3.99,0.96485,2269.45,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,4200.0,EXP,613,CIB,25-34,to_inst,81.25,North,direct,1,48.0,Long-term
cf,Female,nopre,type1,p1,l1,nopc,nob/c,506500,4.375,0.1622,345.0,not_neg,not_int,not_lpsm,1058000.0,sb,pr,home,1U,5520.0,EXP,548,CIB,45-54,not_inst,47.87334594,North,direct,0,49.0,Long-term
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,196500,3.875,0.1681,5632.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,6960.0,EXP,733,EXP,65-74,to_inst,79.23387097,south,direct,0,35.0,Long-term
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,556500,3.75,0.2587,5754.2,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,11100.0,CRIF,583,EXP,25-34,not_inst,79.7277937,south,direct,0,36.0,Long-term
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,676500,4.25,0.176,2150.0,not_neg,not_int,not_lpsm,838000.0,sb,pr,home,1U,11760.0,CIB,796,EXP,35-44,not_inst,80.72792363,south,direct,0,41.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,346500,4.875,1.16,0.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,7560.0,CIB,654,CIB,>74,to_inst,79.10958904,North,direct,0,31.0,Long-term
ncf,Male,pre,type3,p4,l1,nopc,nob/c,496500,3.75,-0.3662,79.86,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,6660.0,EXP,845,CIB,35-44,not_inst,95.84942085,North,direct,0,39.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,3.625,0.2225,2140.84,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,6000.0,EXP,653,CIB,55-64,not_inst,95.30567686,south,direct,0,44.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,116500,4.375,0.9001,3052.75,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,2640.0,EXP,554,CIB,35-44,to_inst,61.96808511,North,direct,0,20.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,246500,3.99,0.5368,7907.75,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,3180.0,CRIF,821,CIB,35-44,to_inst,77.51572327,south,direct,0,48.0,Long-term
ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,4.125,0.3098,898.73,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,7800.0,EXP,816,EXP,25-34,not_inst,79.47154472,North,direct,0,41.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,716500,3.99,0.3599,2170.705,neg_amm,not_int,not_lpsm,458000.0,sb,ir,home,3U,7440.0,EQUI,674,EXP,35-44,to_inst,1.564410480349345,south,direct,1,39.0,Long-term
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,146500,3.99,0.3599,1860.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,2640.0,CRIF,710,EXP,55-64,to_inst,49.16107383,North,direct,1,49.0,Long-term
cf,Male,nopre,type3,p4,l1,nopc,nob/c,256500,2.99,-0.4326,4358.38,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,6600.0,EXP,669,EXP,45-54,to_inst,95.70895522,North,direct,0,39.0,Long-term
cf,Male,nopre,type3,p3,l1,nopc,nob/c,226500,4.625,0.0849,0.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,6780.0,EXP,611,CIB,45-54,to_inst,87.79069767,North,direct,0,20.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,2400.0,EQUI,680,EXP,65-74,to_inst,0.2547846889952153,south,direct,1,39.0,Long-term
cf,Joint,nopre,type1,p2,l1,nopc,nob/c,206500,3.0,-0.3775,795.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,5760.0,CIB,622,EXP,65-74,to_inst,48.24766355,south,direct,0,29.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,256500,4.5,0.4047,0.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,6300.0,CIB,758,CIB,45-54,not_inst,56.00436681,North,direct,0,39.0,Long-term
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,236500,3.75,0.7119,0.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,6600.0,EXP,662,CIB,45-54,to_inst,85.07194245,south,direct,0,39.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,166500,4.375,0.8299,1250.0,not_neg,int_only,not_lpsm,238000.0,sb,pr,home,1U,3420.0,CRIF,870,CIB,65-74,to_inst,69.95798319,south,direct,0,38.0,Long-term
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,726500,4.375,0.239,10265.8,neg_amm,not_int,not_lpsm,838000.0,sb,pr,home,1U,16440.0,CRIF,598,EXP,45-54,not_inst,86.69451074,North,direct,0,40.0,Long-term
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,306500,3.99,0.2761,0.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,4740.0,EXP,651,EXP,35-44,not_inst,93.44512195,North,direct,0,41.0,Long-term
cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,486500,4.25,0.0027,0.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,15060.0,EXP,894,EXP,35-44,to_inst,77.46815287,south,direct,0,18.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,436500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,8040.0,EQUI,660,EXP,55-64,not_inst,1.0442583732057416,North,direct,1,39.0,Long-term
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,1406500,4.75,0.5752,0.0,not_neg,not_int,not_lpsm,1758000.0,sb,pr,home,1U,25800.0,EXP,890,EXP,45-54,not_inst,80.00568828,North,direct,0,40.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,476500,3.875,0.2379,0.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,10920.0,CIB,866,EXP,45-54,not_inst,69.25872093,south,direct,0,21.0,Long-term
cf,Male,nopre,type3,p4,l1,nopc,nob/c,266500,3.25,-0.5122,2629.89,neg_amm,not_int,not_lpsm,288000.0,sb,pr,home,1U,4260.0,EXP,556,EXP,65-74,to_inst,92.53472222,North,direct,0,39.0,Long-term
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,586500,3.5,0.7085,0.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,6600.0,EXP,728,EXP,45-54,to_inst,81.68523677,south,direct,0,39.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,276500,4.75,0.9561,4873.5,not_neg,not_int,not_lpsm,968000.0,sb,ir,home,1U,28740.0,CIB,634,EXP,35-44,to_inst,28.56404959,south,direct,0,33.0,Short-term
cf,Joint,nopre,type2,p1,l2,nopc,b/c,506500,4.75,1.5693,0.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,2U,5700.0,CIB,859,EXP,25-34,not_inst,97.77992278,North,direct,0,59.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,416500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,6900.0,EQUI,575,EXP,35-44,not_inst,0.9964114832535884,North,direct,1,39.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,166500,3.75,0.5506,4519.5,not_neg,int_only,not_lpsm,188000.0,sb,pr,home,1U,3060.0,CRIF,678,CIB,65-74,to_inst,88.56382979,south,direct,0,33.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,326500,3.99,0.5274,4471.0,not_neg,not_int,not_lpsm,898000.0,sb,ir,home,1U,12960.0,CRIF,510,CIB,45-54,to_inst,36.35857461,south,direct,0,30.0,Long-term
cf,Female,nopre,type2,p4,l1,nopc,b/c,366500,3.625,0.8645,0.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,5070.0,CRIF,795,CIB,55-64,not_inst,76.67364017,central,direct,0,39.0,Long-term
cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,176500,4.625,0.9418,1750.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,5520.0,EXP,746,CIB,45-54,to_inst,80.96330275,south,direct,0,45.0,Medium-term
cf,Male,nopre,type2,p1,l1,nopc,b/c,146500,5.625,1.5796,100.33,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,5760.0,CIB,833,CIB,55-64,not_inst,73.98989899,south,direct,0,7.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,106500,4.5,1.1117,2306.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,2520.0,CRIF,576,CIB,55-64,to_inst,56.64893617,North,direct,0,21.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,3660.0,EXP,871,CIB,45-54,to_inst,50.55803571,south,direct,1,42.0,Short-term
cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,696500,3.5,-0.366,0.0,not_neg,not_int,not_lpsm,1378000.0,sb,pr,home,1U,8040.0,CIB,767,CIB,35-44,not_inst,50.54426705,south,direct,0,40.0,Long-term
cf,Joint,nopre,type2,p4,l1,nopc,b/c,576500,3.375,0.6902,3090.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,6600.0,CIB,875,EXP,45-54,not_inst,98.04421769,North,direct,0,39.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,3.125,0.1401,1250.0,not_neg,not_int,not_lpsm,428000.0,sb,sr,home,1U,4320.0,CRIF,814,EXP,65-74,to_inst,48.24766355,south,direct,0,38.0,Short-term
cf,Joint,pre,type1,p4,l1,nopc,nob/c,356500,3.625,-0.143,0.0,not_neg,not_int,not_lpsm,1328000.0,sb,pr,home,1U,12060.0,CRIF,710,EXP,55-64,not_inst,26.84487952,south,direct,0,38.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,316500,3.625,-0.1754,0.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,5820.0,CIB,660,CIB,25-34,not_inst,79.52261307,south,direct,0,42.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,546500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,11040.0,EQUI,746,EXP,35-44,not_inst,1.3074162679425838,south,direct,1,39.0,Long-term
cf,Male,nopre,type3,p4,l1,nopc,nob/c,426500,3.125,-0.5145,951.9,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,6660.0,CIB,794,CIB,35-44,not_inst,80.77651515,North,direct,0,39.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,116500,4.99,1.4378,2391.92,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,2640.0,CIB,526,CIB,65-74,to_inst,30.82010582,North,direct,0,27.0,Long-term
cf,Female,nopre,type1,p1,l1,nopc,nob/c,126500,4.375,0.1881,2171.41,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,2040.0,CRIF,534,CIB,25-34,to_inst,91.66666667,North,direct,0,35.0,Long-term
cf,Male,pre,type1,p1,l1,nopc,nob/c,356500,4.875,0.561,4690.5,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,7680.0,CRIF,503,CIB,25-34,to_inst,96.875,North,direct,0,38.0,Long-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,126500,4.125,1.4604,3593.75,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3420.0,CRIF,515,EXP,65-74,to_inst,51.00806452,North,direct,0,35.0,Short-term
cf,Joint,nopre,type1,p4,l2,nopc,nob/c,406500,4.5,0.48975,2170.705,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,11100.0,EQUI,869,EXP,55-64,to_inst,0.972488038277512,North,direct,1,40.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,176500,3.15,-0.3064,0.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,7080.0,EXP,640,EXP,55-64,to_inst,31.63082437,south,direct,0,14.0,Long-term
cf,Joint,nopre,type3,p3,l1,nopc,nob/c,236500,3.875,-0.1957,3468.75,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,6900.0,CRIF,516,EXP,65-74,to_inst,67.95977011,North,direct,0,30.0,Long-term
cf,Female,nopre,type2,p1,l1,nopc,b/c,306500,3.125,0.3204,0.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3480.0,CIB,661,CIB,35-44,not_inst,93.44512195,North,direct,0,46.0,Long-term
cf,Male,nopre,type3,p1,l1,nopc,nob/c,306500,3.125,-0.3053,1327.1,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,3540.0,EXP,502,CIB,25-34,not_inst,99.51298701,south,direct,0,53.0,Long-term
cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,216500,3.5,-0.1416,2736.23,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,10440.0,EXP,870,EXP,45-54,to_inst,80.78358209,south,direct,0,32.0,Long-term
ncf,Male,pre,type1,p4,l1,nopc,nob/c,426500,3.875,0.5785,2170.705,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,7080.0,EXP,667,CIB,45-54,not_inst,91.13247863,south,direct,0,45.0,Short-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,126500,4.5,0.8854,954.41,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,5580.0,EXP,687,EXP,65-74,not_inst,67.28723404,North,direct,0,18.0,Long-term
ncf,Joint,pre,type1,p3,l1,nopc,nob/c,646500,4.875,1.1283,9590.0,not_neg,not_int,not_lpsm,818000.0,sb,pr,home,1U,7740.0,EXP,831,EXP,45-54,to_inst,79.03422983,North,direct,0,49.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,4.125,0.053,2440.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,10500.0,CRIF,602,CIB,55-64,not_inst,73.53395062,south,direct,0,38.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,156500,4.375,1.1299,4107.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,2940.0,EXP,819,CIB,55-64,not_inst,87.92134831,North,direct,0,44.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,466500,4.125,0.1218,3234.6,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,10200.0,CRIF,775,EXP,45-54,not_inst,75.48543689,North-East,direct,0,32.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,466500,3.99,0.3599,3953.13,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,5100.0,EQUI,657,EXP,45-54,not_inst,1.1160287081339713,North,direct,1,39.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,316500,4.0,-0.2064,0.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,5700.0,CRIF,617,CIB,45-54,not_inst,62.30314961,North,direct,0,32.0,Long-term
cf,Female,nopre,type1,p1,l1,nopc,nob/c,386500,3.875,0.4821,7200.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,3540.0,EXP,794,CIB,45-54,not_inst,90.30373832,North,direct,0,46.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,4.99,0.5683,163.5,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,2580.0,CRIF,679,CIB,>74,to_inst,64.53488372,south,direct,0,49.0,Long-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5100.0,EQUI,782,EXP,45-54,to_inst,0.6375598086124402,North,direct,1,39.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,376500,3.875,0.4368,7771.43,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,12360.0,CIB,825,CIB,45-54,to_inst,69.98141264,North-East,direct,0,20.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,436500,3.99,0.3599,2170.705,neg_amm,not_int,not_lpsm,1908000.0,sb,pr,home,1U,2940.0,CRIF,813,EXP,55-64,to_inst,22.87735849,south,direct,1,17.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,3.875,0.2682,4431.88,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,7080.0,EXP,707,CIB,55-64,to_inst,69.57417582,North,direct,0,36.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,216500,3.25,0.6361,7155.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3000.0,CIB,859,EXP,45-54,to_inst,64.05325444,south,direct,0,49.0,Short-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,626500,5.625,1.2347,6646.47,not_neg,not_int,not_lpsm,868000.0,sb,pr,home,1U,9420.0,CRIF,675,EXP,45-54,to_inst,72.17741935,North,direct,0,41.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,3.99,0.4159,4500.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,4320.0,CRIF,590,CIB,45-54,to_inst,33.96381579,North,direct,0,33.0,Long-term
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,206500,3.99,0.96485,2269.45,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,3420.0,CRIF,542,CIB,65-74,to_inst,77.05223881,south,direct,1,45.0,Long-term
cf,Joint,nopre,type2,p1,l1,nopc,b/c,646500,3.25,0.5388,2162.19,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,11520.0,EXP,708,EXP,35-44,not_inst,91.31355932,North,direct,0,52.0,Long-term
cf,Male,pre,type1,p1,l1,nopc,nob/c,416500,3.875,0.254,1283.13,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,15000.0,CIB,743,CIB,45-54,to_inst,95.0913242,North,direct,0,19.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,4.25,0.6134,2170.705,not_neg,not_int,not_lpsm,658000.0,sb,ir,home,1U,24120.0,CIB,523,EXP,35-44,not_inst,73.93617021,south,direct,0,32.0,Long-term
cf,Male,nopre,type1,p4,l2,nopc,nob/c,406500,3.99,0.1229,45.22,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,16800.0,EXP,565,CIB,45-54,not_inst,56.61559889,central,direct,0,23.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,76500,4.5,1.4039,933.27,not_neg,not_int,not_lpsm,88000.0,sb,pr,home,1U,7740.0,CIB,729,CIB,35-44,to_inst,86.93181818,North,direct,0,45.0,Short-term
cf,Male,nopre,type2,p3,l1,nopc,b/c,166500,3.99,0.96485,2269.45,neg_amm,not_int,not_lpsm,198000.0,sb,sr,home,1U,4020.0,CRIF,781,EXP,55-64,to_inst,84.09090909,North,direct,1,36.0,Long-term
cf,Female,nopre,type1,p1,l1,nopc,nob/c,286500,3.99,0.3599,1860.0,not_neg,not_int,not_lpsm,388000.0,sb,ir,home,1U,6900.0,CRIF,722,CIB,25-34,not_inst,73.84020619,North,direct,1,43.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,3.99,0.5816,5942.4,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,1800.0,CIB,731,CIB,65-74,to_inst,65.85820896,North,direct,0,49.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,306500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,3480.0,EQUI,767,EXP,45-54,not_inst,0.7332535885167464,North,direct,1,39.0,Long-term
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,146500,4.375,0.772,2116.02,neg_amm,not_int,not_lpsm,168000.0,sb,pr,home,1U,3480.0,EXP,623,CIB,35-44,to_inst,87.20238095,south,direct,0,42.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,446500,3.5,-0.1117,0.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,11460.0,CRIF,670,EXP,35-44,not_inst,53.92512077,North,direct,0,30.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,96500,4.375,1.0095,2675.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,2220.0,CRIF,671,CIB,65-74,to_inst,37.40310078,North,direct,0,47.0,Long-term
cf,Male,nopre,type3,p3,l1,nopc,nob/c,176500,3.5,-0.1729,3468.75,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5460.0,EQUI,826,EXP,>74,to_inst,0.4222488038277512,North,direct,1,39.0,Long-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,176500,4.99,0.4789,4320.82,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,6660.0,CIB,528,EXP,35-44,to_inst,77.4122807,central,direct,0,30.0,Long-term
cf,Joint,nopre,type2,p3,l1,nopc,b/c,196500,3.99,0.96485,2269.45,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,2100.0,CRIF,533,EXP,45-54,to_inst,82.56302521,North,direct,1,51.0,Long-term
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,246500,4.125,0.0868,3759.6,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,7200.0,CRIF,709,EXP,45-54,not_inst,77.51572327,North,direct,0,48.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,186500,3.99,0.3599,3953.13,not_neg,int_only,not_lpsm,418000.0,sb,pr,home,1U,3900.0,EQUI,511,EXP,65-74,to_inst,0.4461722488038278,North,direct,1,39.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,196500,4.875,0.3685,1150.0,neg_amm,not_int,not_lpsm,348000.0,sb,pr,home,1U,4200.0,CRIF,877,EXP,65-74,to_inst,56.46551724,south,direct,0,36.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,166500,3.99,0.4357,5175.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,1980.0,CRIF,694,CIB,65-74,to_inst,40.80882353,south,direct,0,40.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,416500,3.875,0.3403,3348.75,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,13500.0,CIB,800,EXP,35-44,to_inst,58.00835655,North,direct,0,36.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l2,opc,nob/c,256500,5.74,1.462,3953.13,not_neg,int_only,not_lpsm,3708000.0,sb,pr,home,1U,25920.0,CIB,580,EXP,55-64,to_inst,6.917475728,south,direct,0,31.0,Long-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,676500,4.0,0.3211,6720.0,not_neg,int_only,not_lpsm,848000.0,sb,pr,home,1U,7680.0,CIB,891,EXP,25-34,not_inst,79.7759434,North,direct,0,47.0,Long-term
ncf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,2.99,0.1707,2170.705,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,6780.0,CIB,798,CIB,55-64,to_inst,43.05555556,North,direct,0,39.0,Short-term
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,766500,3.875,0.0958,0.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,8580.0,CIB,674,EXP,35-44,not_inst,76.80360721,south,direct,0,37.0,Long-term
ncf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,626500,3.625,0.1853,9100.0,not_neg,not_int,not_lpsm,788000.0,sb,pr,home,1U,30240.0,CRIF,567,CIB,35-44,to_inst,79.50507614,south,direct,0,18.0,Short-term
cf,Male,pre,type1,p4,l1,nopc,nob/c,236500,4.0,0.3837,1988.35,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,5400.0,EXP,630,CIB,45-54,not_inst,82.11805556,south,direct,0,44.0,Long-term
cf,Male,nopre,type1,p1,l2,nopc,nob/c,266500,4.375,0.0817,0.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3960.0,EXP,717,CIB,45-54,not_inst,78.84615385,North-East,direct,0,40.0,Long-term
cf,Female,pre,type1,p1,l1,nopc,nob/c,486500,3.875,0.1457,0.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,4920.0,CRIF,788,CIB,45-54,not_inst,80.01644737,North,direct,0,49.0,Long-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,706500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,1258000.0,sb,pr,home,1U,6660.0,CIB,779,EXP,65-74,to_inst,56.16057234,North-East,direct,1,59.0,Long-term
cf,Joint,pre,type2,p1,l1,nopc,b/c,186500,4.625,1.8232,752.8,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3300.0,CIB,598,EXP,45-54,to_inst,94.19191919,North,direct,0,59.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,416500,3.99,0.342,0.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,6660.0,CRIF,643,CIB,25-34,not_inst,77.41635688,North,direct,0,31.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,426500,3.99,0.289,5868.91,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,9600.0,CRIF,631,EXP,55-64,to_inst,62.90560472,North,direct,0,35.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,276500,3.875,0.399,2849.38,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,6780.0,CRIF,823,CIB,55-64,to_inst,75.13586957,North,direct,0,35.0,Short-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,686500,3.99,0.4082,1600.39,not_neg,not_int,not_lpsm,1138000.0,sb,pr,home,1U,14520.0,CRIF,839,CIB,55-64,not_inst,60.32513181,central,direct,0,46.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,206500,3.99,0.5238,2555.63,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,3000.0,CIB,537,EXP,35-44,to_inst,67.04545455,south,direct,0,39.0,Long-term
